p05493_f001,p05493_f002,p05493_f003,p05493_f004,p05493_f005,p05493_f006,p05493_f007,p05493_f008,p05493_f009,p05493_f010,p05493_f011,p05493_f012,p05493_f013,p05493_f014,p05493_f015,p05493_f016,p05493_f017,p05493_f018,p05493_f019,p05493_f020,p05493_f021,p05493_f022,p05493_f023,p05493_f024,p05493_f025,p05493_f026,p05493_f027,p05493_f028,p05493_f029,p05493_f030,p05493_f031,jydm_mc
1712.HK,龙资源,配售,实施完成,2025/09/08,2025/09/22,31619322.0000,20.0,5.6100,177384396.0000,172800000.0000,公司拟将所得款项净额用作以下用途:(i)约110.7百万港元用于收购采矿承包商业务;(ii)约37.5百万港元用于结清环境债券;(iii)约17.4百万港元用于升级芬兰及瑞典加工厂的设施及设备;及(iv)约7.2百万港元用于Svartliden的采矿开发成本。,HKD,--,黄金及贵金属,黄金,139407,9,--,4584396.0000,万基证券有限公司,--,--,--,--,--,--,禹铭投资管理有限公司,--,--,--,龙资源
2257.HK,圣诺医药-B,配售,实施完成,2025/09/08,2026/03/08,2500000.0000,2.37719,12.0000,30000000.0000,30000000.0000,"约38.7%用于拨付发展及商业化STP705;约19.4%用于拨付STP122G的开发;约21.9%用于拨付其他候选药物的开发,包括STP707、STP125G和STP144G;
约10.0%用于业务发展活动,以丰富集团的产品管线;约10.0%用于一般企业及营运资金用途。",HKD,--,生物技术,制药,139858,9,--,0.0000,--,--,--,--,--,--,--,--,--,--,--,圣诺医药-B
2257.HK,圣诺医药-B,配售,实施完成,2025/09/08,2025/12/07,2055362.0000,1.954395,12.0000,24664344.0000,24400317.0000,"约38.7%用于拨付发展及商业化STP705;约19.4%用于拨付STP122G的开发;约21.9%用于拨付其他候选药物的开发,包括STP707、STP125G和STP144G;
约10.0%用于业务发展活动,以丰富集团的产品管线;约10.0%用于一般企业及营运资金用途。",HKD,--,生物技术,制药,139404,9,--,264027.0000,--,--,--,--,--,--,--,--,--,--,--,圣诺医药-B
1280.HK,奇点国峰,代价发行,实施完成,2025/09/07,2025/12/16,94069530.0000,4.870723,4.8900,460000002.0000,--,向香港绘流有限公司全部已发行股本。,HKD,--,家庭电器,电脑与电子产品零售,134067,10,--,--,--,--,--,--,--,--,--,--,--,--,--,奇点国峰
0065.HK,弘海高新资源,配售,实施完成,2025/09/05,2025/10/17,40920000.0000,19.998347,0.3350,13708200.0000,13500000.0000,"(1)约3.0百万港元(占经调整所得款项净额约22%)将用于数个于采矿业已物色的潜在投资机会产生的勘探费用、技术人员费用、专业费用及其他相关开支;及(2)约10.5百万港元(占经调整所得款项净额约78%)将用作集团的一般营运资金。该等所得款项将用作支付业务发展所需的法律及专业费用以及总部日常开支,包括员工成本及其他企业开支。",HKD,--,煤炭,煤与消费用燃料,139400,9,--,208200.0000,帝国国际证券有限公司,--,--,--,--,--,--,--,--,--,--,弘海高新资源
0310.HK,嘉进投资国际,配售,实施完成,2025/09/05,2025/10/14,500000000.0000,80.498185,0.0900,45000000.0000,42000000.0000,公司拟将配售事项所得款项净额用于投资收购、赎回可换股票据及集团一般营运资金。,HKD,--,投资及资产管理,多领域控股,139401,9,--,3000000.0000,阿仕特朗资本管理有限公司,--,--,--,--,--,--,--,--,--,--,嘉进投资国际
1943.HK,金石控股集团,配售,实施完成,2025/09/05,2025/10/14,28970000.0000,2.897,0.6370,18453890.0000,17870000.0000,"公司拟动用(i)12.6百万港元(相当于配售事项的实际所得款项净额的约70.51%)用于发展用户侧工业及商业储能电站业务及新建筑工业园区产业升级,包括产品研发1百万港元、零部件(待集团完成相关技术研发后组装为储能柜出售)采购10百万港元、业务推广0.3百万港元及员工招聘1.3百万港元;及(ii)约5.27百万港元(相当于配售事项的实际所得款项净额的约29.49%)用于扩充一般营运资金,包括偿还股东贷款及支付应付费用2.78百万港元、薪金及福利1.78百万港元、租金与管理费用约0.42百万港元以及其他费用及储备约0.29百万港元。",HKD,--,楼宇建造,建筑产品,139403,9,--,583890.0000,"鼎石证券有限公司,满好证券有限公司",--,--,--,--,--,--,--,--,--,--,金石控股集团
3395.HK,吉星新能源,配售,实施完成,2025/09/05,2025/09/23,12891250.0000,2.088449,0.3300,4254112.0000,4151612.0000,公司拟将认购事项所得款项净额用作其一般营运资金。,HKD,--,油气生产商,石油与天然气的勘探与生产,139402,9,--,102500.0000,--,--,--,--,--,--,--,--,--,--,--,吉星新能源
0290.HK,国富量子,配售,实施完成,2025/09/04,2026/03/17,745168534.0000,8.188742,1.7800,1326399991.0000,1321400000.0000,"(a)所得款项净额约11.35%(约150,000,000港元)将用于拓展数字资产金融牌照业务及发展基础设施;(b)所得款项净额约15.14%(约200,000,000港元)将用于拓展RWA投行业务;(c)所得款项净额约49.19%(约650,000,000港元)将用于发展Pre-RWA基金及RWA二级市场基金;(d)所得款项净额约7.57%(约100,000,000港元)将用于投资金融科技及RWA技术平台,包括与京北方成立合资公司及相关技术研发与应用场景拓展;及(e)所得款项净额约16.76%(约221,399,990港元)将用作集团主营业务之营运资金(‘集团营运资金’)。集团营运资金预期于认购事项完成后十二个月内悉数动用,进一步细分为(i)所得款项净额约9.19%(约121,399,990港元)将用作集团持牌业务之营运资金;及(ii)所得款项净额约7.57%(约100,000,000港元)将用作投资供应链运营及贸易业务。",HKD,--,证券及经纪,贸易公司与经销商,139399,9,--,4999991.0000,--,--,--,--,--,--,--,--,--,--,--,国富量子
0697.HK,首程控股,配售,实施完成,2025/09/04,2025/09/10,276496000.0000,3.49226,2.1700,599996320.0000,597000000.0000,"占配售所得款项净额总额的70%用于开设科技体验店及拓展资产营运领域的新业务;占配售所得款项净额总额的30%用于一般企业营运资金用途,包括支付管理费用、业务扩展支出、偿还到期债务等。",HKD,--,投资及资产管理,资产管理与托管银行,139398,9,--,2996320.0000,国泰君安证券(香港)有限公司,--,国泰君安证券(香港)有限公司,国泰君安证券(香港)有限公司,国泰君安证券(香港)有限公司,--,--,--,--,--,--,首程控股
6696.HK,多想云,供股,实施完成,2025/09/04,2026/01/15,140394170.0000,146.2439270833,0.4753,66729349.0000,66339403.0000,"(i)大约251.9百万港元(约占供股所得款项净额的92.3%)用于开发AI模型;(ii)将大约20.9百万港元(约占供股所得款项净额的7.7%)用于购买媒体资源(特别是快手、视频号和小红书的在线流量),以便集团的客户在这些网络媒体平台上投放广告;集团预计于2026年底全部使用此项所得款项净。",HKD,每1股供6股,广告及宣传,互动媒体与服务,25951,8,2026/01/19,389946.0000,一盈证券有限公司,--,--,--,--,--,--,--,--,--,--,多想云
8341.HK,艾硕控股,供股,实施完成,2025/09/04,2025/12/24,90441825.0000,113.05228125,0.1100,9948600.7500,9270287.0625,(i)约13.7百万港元用于参与部分需要财务资源的承包服务项目;及(ii)约2.7百万港元用于集团的一般营运资金。,HKD,每1股供2股,楼宇建造,特殊消费者服务,25952,8,2025/12/30,678313.6875,新确证券有限公司,--,--,--,--,--,--,--,--,--,--,艾硕控股
0261.HK,GBA集团,配售,实施完成,2025/09/03,2025/09/26,46566946.0000,19.546665,0.2000,9313389.0000,8610000.0000,"(i)约431万港元(相当于配售所得款项净额约50%)用于增拨集团企业咨询服务业务(包括业务估值、金融工具估值及环境、社会及管治(‘ESG’)咨询)营运及扩张的一般营运资金。(ii)约1,720,000港元(相当于配售事项所得款项净额的约20%)用于扩充集团金融业务营运及扩张所需的一般营运资金;及(iii)其余所得款项净额约2,580,000港元(相当于配售事项所得款项净额的约40%)用于扩充一般营运资金,包括集团一般业务营运所需的薪金及津贴、法律及专业费用以及日常开支。",HKD,--,地产发展商,餐馆,139396,9,--,703389.0000,宏智证券(香港)有限公司,--,--,--,--,--,--,--,--,--,--,GBA集团
2268.HK,药明合联,配售,实施完成,2025/09/03,2025/09/10,22277000.0000,1.848868,58.8500,1311001450.0000,1300680000.0000,"公司拟将配售事项所得款项净额总额按以下方式运用(i)约90%将用于进一步扩大集团的服务能力及产能,包括但不限于其生物偶联药物、原料药及产品的临床及商业生产产能。特别是—随着预期于2026年中新加坡基地启动运营,集团将继续于新加坡实施扩张计划,这将有助于进一步整合生产功能,加快进度,促进质量保证,令集团能够跟上全球对生物偶联CRDMO服务日益增长的需求;—同时,集团正在进行额外扩大其于无锡基地的产能,其中XDP3及XDP5目前正在建设中,预计分别将于今年第二季度及2027年投入营运。此外,集团亦正制订于中国无锡地区周边新区域进一步扩张的计划;及—同时,集团亦正积极探索于不同国家其他扩张机会,以进一步提升其急需的产能。除了现有设施的建设及扩建外,集团正物色合适的战略联盟、投资及收购机会,以进一步提升其能力及产能。截至本公告日期,集团尚未物色到任何具体的收购目标;及(ii)约10%将用于集团的营运资金需求及一般公司用途。",HKD,--,生物技术,制药,139395,9,--,10321450.0000,摩根士丹利亚洲有限公司,--,摩根士丹利亚洲有限公司,摩根士丹利亚洲有限公司,摩根士丹利亚洲有限公司,--,--,--,--,--,--,药明合联
2268.HK,药明合联,配售,实施完成,2025/09/03,2025/10/23,24134000.0000,2.002989,58.8500,1420285900.0000,1414470000.0000,"公司拟将认购事项所得款项净额总额按以下方式运用(i)约90%将用于进一步扩大集团的服务能力及产能,包括但不限于其生物偶联药物、原料药及药品的临床及商业生产产能。特别是—随着预期于2026年中新加坡基地启动运营,集团将继续于新加坡实施扩张计划,这将有助于进一步整合生产功能,加快进度,促进质量保证,令集团能够跟上全球对生物偶联CRDMO服务日益增长的需求;—同时,集团正在进行额外扩大其于无锡基地的产能,其中XDP3及XDP5目前正在建设中,预计分别将于今年下半年及2027年投入营运。此外,集团亦正制订于中国无锡地区周边新区域进一步扩张的计划;及—同时,集团亦正积极探索于不同国家其他扩张机会,以进一步提升其急需的产能。除了现有设施的建设及扩建外,集团正物色合适的战略联盟、投资及收购机会,以进一步提升其能力及产能。截至本公告日期,集团尚未物色到任何具体的收购目标;及(ii)约10%将用于集团的营运资金需求及一般公司用途。",HKD,--,生物技术,制药,139397,9,--,5815900.0000,--,--,--,--,--,--,--,摩根士丹利亚洲有限公司,--,--,--,药明合联
6069.HK,盛业,配售,实施完成,2025/09/03,2025/09/10,56286000.0000,5.578174,10.6600,600008760.0000,592870000.0000,"公司拟将配售所得款项净额主要用于(i)用于AIAgent等创新技术研发以打造全球化的供应链科技平台,提供涵盖弹性供应链服务、资金融通、汇率管理及数字化赋能在内的一站式解决方案,赋能公司在电商、机器人等创新业务板块的业务拓展;(ii)用于AIAgent等创新技术研发以打造全球化的供应链科技平台,提供涵盖弹性供应链服务、资金融通、汇率管理及数字化赋能在内的一站式解决方案,赋能公司在电商、机器人等创新业务板块的业务拓展;(iii)其他一般营运资金用途。",HKD,--,信贷,消费信贷,139394,9,--,7138760.0000,国泰君安证券(香港)有限公司,--,--,--,--,--,--,--,--,--,--,盛业
1787.HK,山东黄金,配售,实施完成,2025/09/02,2025/09/09,136500000.0000,3.05135,28.5800,3901170000.0000,3892420000.0000,配售事项所得款项净额(经扣除配售事项佣金及配售事项的其他相关成本及开支后)将用于偿还公司债务。,HKD,--,黄金及贵金属,黄金,139392,9,--,8750000.0000,"中信里昂证券有限公司,中国国际金融香港证券有限公司",--,"中信里昂证券有限公司,中国国际金融香港证券有限公司",--,--,--,--,--,--,--,--,山东黄金
2096.HK,先声药业,配售,实施完成,2025/09/02,2025/09/10,121000000.0000,--,12.9500,1566950000.0000,1553500000.0000,"公司拟将所得款项净额用于以下方面(i)约90%或1,398.1百万港元用于研发相关开支,包括(a)推动在中国及美国针对研发阶段新药的临床研究,以加速研发进程;(b)支持已批准的创新药物的新适应症扩展,以进一步提高产品价值及市场覆盖率;及(ii)约10%或155.3百万港元用于营运资金及其他一般企业用途,以维持集团的日常营运及长期发展需求。",HKD,--,药品,制药,139393,9,--,13450000.0000,摩根士丹利亚洲有限公司,--,摩根士丹利亚洲有限公司,摩根士丹利亚洲有限公司,摩根士丹利亚洲有限公司,--,--,--,--,--,--,先声药业
1030.HK,新城发展,配售,实施终止,2025/09/01,2025/09/25,--,--,--,--,--,"约35.4%将用于与将知识产权(IP)资源代币化为真实世界资产(RWA)及其相关应用的可行性研究及规划相关的法律咨询费及专业顾问费；约64.6%将用于与甄选合作伙伴及架构设计相关的成本及费用,包括技术供应商、资产托管商、实体设立、交易所等费用,以及相关的法律咨询费及专业顾问费。",HKD,"董事会宣布,于进一步磋商及讨论后,公司及认购人在考虑(其中包括)现行市况后决定不会进行认购事项。于2025年9月25日,公司与认购人订立终止契据,据此,认购事项的订约方协定认购协议应予终止,而订约方的一切权利、权益、义务及责任应告终结及终止,自2025年9月25日起生效,且订约方不得就认购协议引致或与之相关的任何事项向另一方提出任何申索。",地产发展商,房地产开发,139391,9,--,--,--,--,--,--,--,--,--,--,--,--,--,新城发展
1931.HK,华检医疗,代价发行,预案,2025/09/01,--,--,--,--,--,--,向柳志伟博士、AI International Capital Management Ltd.、Caitex Technology Holdings Limited、王涛先生收购国富量子创新有限公司全部已发行股本。,HKD,--,医疗设备及用品,医疗保健设备,134064,10,--,--,--,--,--,--,--,--,--,--,--,--,--,华检医疗
1347.HK,华虹半导体,代价发行,预案,2025/08/31,--,--,--,--,--,--,向华虹集团、上海集成电路基金、国家集成电路产业基金II、国投先导基金收购上海华力微电子有限公司97.4988%的公司股本。,HKD,--,半导体,半导体产品,134063,10,--,--,--,--,--,--,--,--,--,--,--,--,--,华虹半导体
