jydm,jydm_mc,p02565_f001,p02565_f002,p02565_f003,p02565_f004,p02565_f009,p02565_f010,p02565_f011,p02565_f005,p02565_f006,p02565_f007,p02565_f008
1266.HK,西王特钢,西王特钢有限公司,Xiwang Special Steel Company Limited,2025/03/31,2012/02/23,被取消上市地位,0.2369110999,"该公司未能于2025年3月3日或之前履行联交所订下的复牌指引而复牌。于2025年3月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港湾仔港湾道25号海港中心21楼2110室,中国山东省邹平县西王工业园,钢铁,钢铁
1902.HK,银城国际控股,银城国际控股有限公司,"Yincheng International Holding Co., Ltd.",2025/03/31,2019/03/06,被取消上市地位,0.66560258348,"该公司未能于2025年3月3日或之前履行联交所订下的复牌指引而复牌。于2025年3月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中华人民共和国南京江东北路289号银城广场A座19-21层单位,地产发展商,房地产开发
1469.HK,结好金融,结好金融集团有限公司,Get Nice Financial Group Limited,2025/03/28,2016/04/08,私有化,24.500000000,--,开曼群岛,香港皇后大道中183号新纪元广场中远大厦地下至3楼,证券及经纪,特殊金融服务
1706.HK,双运控股,双运控股有限公司,Shuang Yun Holdings Limited,2025/03/24,2017/11/15,被取消上市地位,0.580000000,"该公司未能于2025年2月22日或之前履行联交所订下的复牌指引而复牌。于2025年3月7日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,--,"楼宇建造,重型基建",建筑与工程
1992.HK,复星旅游文化,复星旅游文化集团,Fosun Tourism Group,2025/03/20,2018/12/14,私有化,96.4695287575,--,开曼群岛,香港中环花园道3号中国工商银行大厦808及2101–06室,酒店及度假村,酒店、度假村与豪华游轮
1665.HK,槟杰科达,槟杰科达国际有限公司,Pentamaster International Limited,2025/03/20,2018/01/19,私有化,23.760000000,--,开曼群岛,--,"数码解决方案服务,系统开发及资讯科技顾问",工业机械和用品及零部件
2207.HK,融信服务,融信服务集团股份有限公司,"Ronshine Service Holding Co., Ltd",2025/03/19,2021/07/16,私有化,3.048624000,--,开曼群岛,中国上海市闵行区盘阳路226弄6号楼401-3室,物业服务及管理,"多样化房地产活动,多样化房地产活动"
0592.HK,堡狮龙,堡狮龙国际集团有限公司,Bossini International Holdings Ltd.,2025/03/18,1993/11/02,私有化,3.52208338762,--,百慕大,香港九龙将军澳唐贤街9号PopOffice 2楼,"服装,服装零售商",服装零售
7836.HK,Aquila Acq-Z,Aquila Acquisition Corporation,Aquila Acquisition Corporation,2025/03/10,2022/03/18,私有化,12.2435969246,--,开曼群岛,香港中环花园道3号冠君大厦46楼,--,投资银行业与经纪业
0668.HK,东银国际控股,东银国际控股有限公司,Doyen International Holdings Limited,2025/03/06,1990/12/12,私有化,4.3954329975,--,香港湾仔港湾道25号海港中心22楼2206室,香港湾仔港湾道25号海港中心20楼2009至2010室,"信贷,地产投资,煤炭,酒店、餐饮、赌场及消闲设施","房地产经营公司,消费信贷,餐馆"
8405.HK,恒智控股,恒智控股有限公司,Hang Chi Holdings Limited,2025/03/05,2017/07/12,私有化,2.760000000,--,开曼群岛,香港九龙九龙湾常悦道9号企业广场3座11楼1107室,其他支援服务,"医疗保健REIT,医疗保健房地产投资信托"
6837.HK,海通证券,海通证券股份有限公司 - H股,Haitong Securities Company Limited - H Shares,2025/03/04,2012/04/27,私有化,842.640900000,--,上海市黄浦区广东路689号,上海市黄浦区中山南路888号海通外滩金融广场,证券及经纪,投资银行业与经纪业
1207.HK,上置集团,上置集团有限公司,SRE Group Ltd.,2025/02/20,1999/12/10,被取消上市地位,2.67341278386,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月25日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港湾仔港湾道18号中环广场28楼2806A室,地产发展商,"房地产开发,房地产经营公司"
9893.HK,比优集团,比优集团控股有限公司,Pizu Group Holdings Limited,2025/02/18,2004/08/06,转板,23.131711538,--,开曼群岛,香港上环干诺道中168至200号信德中心西座21楼07室,"其他金属及矿物,楼宇建造,软件服务,采购及供应链管理","互联网软件与服务,信息科技咨询与其它服务,多种金属与采矿,贸易公司与经销商"
1859.HK,煜盛文化,煜盛文化集团,China Bright Culture Group,2025/02/04,2020/03/13,被取消上市地位,1.280000000,"该公司未能于2024年9月30日或之前履行联交所订下的复牌指引而复牌。于2024年11月8日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,北京市朝阳区霄云路40号4层110–111室,--,"互动媒体与服务,广播"
1329.HK,首创钜大,首创钜大有限公司,Beijing Capital Grand Limited,2025/01/28,2012/04/02,私有化,10.627530354,--,开曼群岛,中国北京市朝阳区北三环东路8号静安中心7楼西区,"地产发展商,特殊化工用品","商品化工,房地产开发"
8383.HK,东骏控股,东骏控股有限公司,Linocraft Holdings Limited,2025/01/23,2017/09/15,被取消上市地位,0.448000000,"该公司未能于2024年11月30日或之前履行联交所订下的复牌指引而复牌。于2024年12月13日,上市委员会决定根据《 GEM规则》第9.14A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,--,印刷及包装,商业印刷
2115.HK,捷芯隆,捷芯隆高科洁净系统有限公司,CM Hi-Tech Cleanroom Limited,2025/01/09,2020/10/15,私有化,3.472000000,--,开曼群岛,--,楼宇建造,特殊消费者服务
6836.HK,甘露国际发展,甘露国际发展有限公司,Amrita Global Development Limited,2025/01/09,2015/07/07,被取消上市地位,31.696384000,"于2024年11月12日,该公司向上市覆核委员会申请覆核上市委员会的决定。于2024年12月24日,上市覆核委员会维持上市委员会取消该公司上市地位的决定。按此,联交所将于2025年1月9日上午9时起取消该公司的上市地位。",英属维尔京群岛,中国山东省临沂市河东区凤凰大街中段,包装食品,包装食品与肉类
8609.HK,永续农业,永续农业发展有限公司,Eggriculture Foods Ltd.,2025/01/07,2018/09/07,私有化,5.850000000,--,开曼群岛,--,农产品,农产品与服务
6880.HK,腾邦控股,腾邦控股有限公司,Tempus Holdings Limited,2025/01/03,2011/12/13,被取消上市地位,0.585011840,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月18日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港中环雪厂街2号圣佐治大厦14楼,"家庭电器,玩具及消闲用品,航空货运及物流","保健护理产品经销商,医疗保健用品,贸易公司与经销商"
1210.HK,克莉丝汀,克莉丝汀国际控股有限公司,Christine International Holdings Limited,2024/12/27,2012/02/23,被取消上市地位,0.690968592,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中华人民共和国上海普陀区金沙江路33号,包装食品,食品零售
3611.HK,花房集团,花房集团公司,Huafang Group Inc.,2024/12/16,2022/12/12,被取消上市地位,24.166166700,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年11月29日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国北京市朝阳区酒仙桥路六号院5号楼,"互动媒体及服务,电子商贸及互联网服务",应用软件
1761.HK,宝宝树集团,宝宝树集团,Babytree Group,2024/12/09,2018/11/27,被取消上市地位,4.40088576385,"该公司未能于2024年11月1日或之前履行联交所订下的复牌指引而复牌。于2024年11月22日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国北京市朝阳区东三环北路26号博瑞大厦A座6层,"广告及宣传,电子商贸及互联网服务",广告
0600_1.HK,中国基建投资,中国基建投资有限公司,China Infrastructure Investment Limited,2024/11/15,1993/10/05,被取消上市地位,--,"该公司未能于2024年1月10日或之前履行联交所订下的复牌指引而复牌。于2024年1月26日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港九龙尖沙咀东科学馆道9号新东海中心7楼705A室,"地产投资,油气设备与服务","多样化房地产活动,房地产开发,石油与天然气的炼制和营销"
6116.HK,拉夏贝尔,新疆拉夏贝尔服饰股份有限公司,"Xinjiang La Chapelle Fashion Co.,Ltd.",2024/11/14,2014/10/09,被取消上市地位,1.369179105,"该公司未能于2024年8月6日或之前履行联交所订下的复牌指引而复牌。于2024年8月23日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",上海市徐汇区漕宝路103号49幢203室,上海市闵行区莲花南路2700弄50号4号楼12楼,"服装,珠宝钟表",服装零售
2599.HK,祥生控股集团,祥生控股(集团)有限公司,"Shinsun Holdings (Group) Co., Ltd.",2024/11/11,2020/11/18,被取消上市地位,5.325955250,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月25日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国上海市闵行区恒基旭辉中心南区5号楼,地产发展商,房地产开发
0531.HK,顺诚,顺诚控股有限公司,Samson Holding Ltd.,2024/11/08,2005/11/17,私有化,14.5239109104,--,开曼群岛,香港中环租庇利街1号喜讯大厦10楼1007室,家具,家庭装饰零售
0091.HK,金禧国际控股,金禧国际控股集团有限公司,Golden Century International Holdings Group Limited,2024/11/04,1981/06/29,被取消上市地位,1.0690072068,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月18日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港铜锣湾时代广场一座45楼,香港湾仔轩尼诗道303号协成行湾仔中心17楼1704室,油气生产商,"医疗保健设备,投资银行业与经纪业,电子元件"
0901.HK,金石投资集团,金石投资集团有限公司,Goldstone Investment Group Limited,2024/11/04,2002/02/28,被取消上市地位,0.51941250816,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月18日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港湾仔告士打道166-168号信和财务大厦901室,投资及资产管理,资产管理与托管银行
7841.HK,汇德收购-Z,香港汇德收购公司,HK ACQUISITION CORPORATION,2024/10/30,2022/08/15,私有化,73.806605000,--,开曼群岛,香港铜锣湾勿地臣街1号时代广场一座4310-11室,--,投资银行业与经纪业
2117.HK,大唐集团控股,大唐集团控股有限公司,Datang Group Holdings Limited,2024/10/29,2020/12/11,被取消上市地位,6.817720000,"该公司未能于2024年9月20日或之前履行联交所订下的复牌指引而复牌。于2024年10月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国上海市闵行区申虹路928弄虹桥嘉汇1号楼,地产发展商,房地产开发
2768_1.HK,佳源国际控股,佳源国际控股有限公司,Jiayuan International Group Limited,2024/10/29,2016/03/08,被取消上市地位,--,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港金钟道88号太古广场一座35楼,地产发展商,房地产开发
6111.HK,大发地产,大发地产集团有限公司,DaFa Properties Group Limited,2024/10/29,2018/10/11,被取消上市地位,0.765889410,"该公司未能于2024年10月2日或之前履行联交所订下的复牌指引而复牌。于2024年10月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国上海市闵行区申虹路1188弄2号,地产发展商,房地产经营公司
